id,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
110739,568568,Driss,Manhattan,Midtown,Entire home/apt,169,18,54,98
112100,572527,Marine,Brooklyn,Crown Heights,Entire home/apt,165,7,3,157
112304,573316,Kelli,Manhattan,Harlem,Private room,90,1,1,0
112359,571952,Olivia,Manhattan,Upper East Side,Entire home/apt,225,2,56,312
112435,181376,Carol,Brooklyn,Fort Greene,Private room,95,2,163,331
113265,314582,Anthony,Brooklyn,Crown Heights,Private room,55,2,247,275
113945,275582,Natalia,Manhattan,Hell's Kitchen,Private room,85,10,116,174
114123,579495,Susi,Brooklyn,South Slope,Entire home/apt,199,14,27,223
114229,314941,Tony,Manhattan,Lower East Side,Entire home/apt,211,1,52,361
114969,582598,Andrey,Manhattan,Midtown,Entire home/apt,145,6,39,0
115535,567187,Jane,Manhattan,Harlem,Private room,65,14,35,283
115678,127772,Will,Manhattan,Harlem,Entire home/apt,99,1,320,220
115748,585166,Lilly,Queens,Astoria,Entire home/apt,110,4,30,363
116940,209460,Marylyn,Brooklyn,Crown Heights,Entire home/apt,80,3,225,315
117425,593115,LuLu,Brooklyn,Brooklyn Heights,Entire home/apt,150,30,95,281
118061,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,70,283
118430,585458,Paul,Manhattan,Chelsea,Private room,290,2,35,20
120362,138069,Itamar,Brooklyn,Williamsburg,Entire home/apt,190,4,50,331
121687,262812,Vikram,Brooklyn,Williamsburg,Entire home/apt,200,2,29,36
121861,611716,Elizabeth,Brooklyn,Park Slope,Entire home/apt,165,2,23,7
123784,617990,Christopher,Manhattan,Harlem,Entire home/apt,110,2,142,301
125053,622460,Justin,Manhattan,East Village,Entire home/apt,395,2,70,170
125163,622855,Rodney,Brooklyn,Bedford-Stuyvesant,Private room,99,2,38,307
125594,308652,Antonín,Brooklyn,Kensington,Private room,39,1,82,365
126443,627217,Seith,Manhattan,East Village,Entire home/apt,189,2,403,201
126816,620288,Eric,Manhattan,Upper West Side,Private room,85,1,3,0
127387,23276,Katharine,Brooklyn,Gowanus,Entire home/apt,260,30,3,316
128975,256161,Wayne,Manhattan,Harlem,Entire home/apt,122,1,116,271
131154,275563,Lauren,Brooklyn,Greenpoint,Entire home/apt,165,2,175,139
132516,85330,Jean,Queens,Forest Hills,Entire home/apt,97,3,28,209
132570,651390,Catherine,Manhattan,West Village,Entire home/apt,170,4,24,0
132695,507186,Holly,Brooklyn,Williamsburg,Entire home/apt,125,2,15,0
133025,653405,Tracy,Manhattan,Murray Hill,Private room,130,4,105,193
134934,652842,Giovanni,Brooklyn,Williamsburg,Entire home/apt,225,10,22,52
135393,663764,Karen,Brooklyn,East Flatbush,Private room,50,2,263,136
135465,663879,Christopher,Brooklyn,Fort Greene,Entire home/apt,170,3,86,286
135706,665013,Jeff,Manhattan,Chelsea,Entire home/apt,132,4,10,0
136493,663384,Irena,Brooklyn,Park Slope,Entire home/apt,250,7,18,18
138216,674970,Michael,Brooklyn,Greenpoint,Entire home/apt,141,5,8,9
139624,680818,Jessica,Brooklyn,Crown Heights,Entire home/apt,64,20,70,3
140133,622866,Daniel,Brooklyn,Williamsburg,Entire home/apt,249,3,150,277
140425,683975,Ivy,Brooklyn,Crown Heights,Private room,79,2,115,0
140973,686147,Dave,Manhattan,East Village,Entire home/apt,185,2,69,233
141154,686768,Mark,Brooklyn,Boerum Hill,Entire home/apt,120,3,232,221
141335,687361,Orna,Brooklyn,Park Slope,Entire home/apt,495,1,35,355
141890,689661,Allison,Manhattan,Nolita,Entire home/apt,375,3,18,0
141984,630453,Vanessa,Manhattan,Nolita,Entire home/apt,175,3,68,277
142069,277747,Josh,Manhattan,East Village,Entire home/apt,150,4,22,0
144087,616825,Rinaldo,Manhattan,Harlem,Entire home/apt,259,8,17,343
144148,299755,Jonathan,Manhattan,East Village,Private room,96,1,34,0
145064,404424,Oliver,Brooklyn,Williamsburg,Entire home/apt,145,7,8,0
145994,706418,Carolyn,Manhattan,Upper West Side,Entire home/apt,95,5,2,0
146754,709434,Meighan,Brooklyn,Windsor Terrace,Entire home/apt,250,4,52,188
147586,709334,Julie,Manhattan,Harlem,Entire home/apt,295,2,74,264
148201,715807,John,Manhattan,Greenwich Village,Entire home/apt,175,3,18,0
148259,716064,Mihalis,Brooklyn,Williamsburg,Entire home/apt,451,2,72,331
148825,718349,B.,Manhattan,Upper West Side,Entire home/apt,165,2,191,236
149777,716306,"Dee, Dre & Mama Shelley",Bronx,Woodlawn,Entire home/apt,77,1,197,309
150804,726333,Peter,Manhattan,Lower East Side,Entire home/apt,250,4,19,0
151199,722320,Gladys & Bob,Queens,Astoria,Entire home/apt,129,1,414,245
151478,216191,M,Brooklyn,Williamsburg,Private room,98,2,8,0
152078,731904,Ewelina,Manhattan,East Village,Private room,95,7,25,359
152259,256161,Wayne,Manhattan,Harlem,Private room,55,3,119,333
152263,732535,William,Manhattan,Harlem,Entire home/apt,300,2,203,258
152520,733894,Lucy,Queens,Sunnyside,Private room,42,40,53,236
153405,737585,Pat,Brooklyn,Greenpoint,Entire home/apt,125,2,104,22
153780,739499,Donna,Manhattan,East Village,Private room,175,3,175,236
154934,745069,Kimberly,Manhattan,Harlem,Private room,75,3,38,365
155296,656841,Meredith,Brooklyn,Williamsburg,Entire home/apt,255,45,39,89
157673,757166,Tokunbo,Brooklyn,Bedford-Stuyvesant,Entire home/apt,72,31,88,164
158061,758441,Fred,Brooklyn,Bedford-Stuyvesant,Private room,165,1,27,311
158176,573065,Laura,Brooklyn,Williamsburg,Entire home/apt,165,5,117,23
158290,759583,Pepe,Brooklyn,Clinton Hill,Private room,75,3,43,365
158913,762563,Lennny & Megan,Brooklyn,Greenpoint,Entire home/apt,130,5,4,0
158955,465589,Amia,Brooklyn,Williamsburg,Entire home/apt,139,2,385,222
159749,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,Private room,88,1,64,238
159815,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,Private room,80,1,39,218
159913,759883,Kaye,Manhattan,Chelsea,Private room,150,2,37,0
160609,769247,Ligia,Manhattan,Upper West Side,Entire home/apt,200,3,10,0
160994,770831,James,Manhattan,East Village,Entire home/apt,200,2,103,235
161366,733894,Lucy,Queens,Sunnyside,Private room,42,40,41,246
161394,772300,Alain,Brooklyn,Williamsburg,Private room,90,6,3,0
161996,1856604,"Robert ""Bob""",Manhattan,Harlem,Entire home/apt,295,3,227,247
162493,776490,Andres,Brooklyn,Williamsburg,Entire home/apt,450,5,37,15
162508,776645,Placid,Brooklyn,Crown Heights,Entire home/apt,130,2,29,119
163627,242506,Jsun,Brooklyn,Williamsburg,Private room,89,3,205,0
163809,781647,Jorin,Manhattan,Harlem,Entire home/apt,198,5,42,234
163814,627217,Seith,Manhattan,East Village,Entire home/apt,99,2,280,257
163836,32169,Andrea,Brooklyn,Greenpoint,Private room,46,4,86,350
164989,69439,Jade,Manhattan,SoHo,Private room,140,2,54,221
165080,787273,Smadar,Brooklyn,Carroll Gardens,Entire home/apt,500,7,7,0
165461,867225,Rahul,Manhattan,Morningside Heights,Private room,75,5,57,201
165824,733894,Lucy,Queens,Sunnyside,Private room,33,44,31,161
166006,791287,Giancarlo,Manhattan,Upper West Side,Entire home/apt,250,31,188,259
166172,792159,Wanda,Brooklyn,Bushwick,Private room,60,3,480,0
166541,793620,Yvette,Manhattan,Washington Heights,Private room,75,2,34,222
166983,795640,Jilly,Brooklyn,Carroll Gardens,Entire home/apt,350,5,6,0
167013,306605,Daniel,Manhattan,Chelsea,Entire home/apt,205,9,3,76
167017,795889,Adam,Brooklyn,Park Slope,Entire home/apt,219,5,2,0
167222,22486,Lisel,Brooklyn,Park Slope,Private room,60,1,20,258
167482,789257,Barbara,Manhattan,Upper West Side,Entire home/apt,185,2,129,14
168084,800982,Chris,Manhattan,East Village,Entire home/apt,190,3,147,27
168123,720558,Sara,Brooklyn,South Slope,Entire home/apt,105,28,101,167
168546,803086,Benton,Manhattan,East Harlem,Entire home/apt,250,2,11,68
168810,747698,Linda & Chris,Manhattan,Upper West Side,Entire home/apt,175,65,11,358
169002,805344,Alec,Manhattan,Harlem,Private room,65,2,41,59
169152,806112,Julia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,2,87,0
169306,806214,Vanessa,Bronx,University Heights,Private room,37,4,117,232
169464,806774,Ali & SweetPea,Brooklyn,Williamsburg,Entire home/apt,85,2,86,15
170420,812814,Lena,Manhattan,East Harlem,Entire home/apt,79,2,15,0
170761,67778,Doug,Brooklyn,Fort Greene,Private room,85,2,35,161
171776,803086,Benton,Manhattan,Harlem,Private room,170,2,17,88
172700,302772,Cheryl,Manhattan,Lower East Side,Private room,115,3,3,337
172870,781647,Jorin,Manhattan,Harlem,Private room,89,5,43,247
173072,826192,Lewis,Manhattan,Harlem,Shared room,49,3,168,248
173151,826459,Jane,Brooklyn,Greenpoint,Private room,91,3,241,287
173742,829652,Donna,Manhattan,Gramercy,Entire home/apt,400,2,105,304
174527,833926,Kris,Brooklyn,Bushwick,Entire home/apt,150,2,11,0
174966,836168,Henry,Manhattan,Upper West Side,Entire home/apt,2000,30,30,0
176135,842125,Jennifer,Brooklyn,Crown Heights,Entire home/apt,97,3,31,193
176653,844862,Cj,Manhattan,East Village,Private room,100,4,49,43
176962,846309,Dani,Brooklyn,Williamsburg,Entire home/apt,179,4,23,25
177421,848748,Sarah,Brooklyn,Greenpoint,Entire home/apt,500,2,20,127
177495,848960,Amit,Manhattan,Chelsea,Entire home/apt,429,10,18,0
177606,849492,Kathrine,Manhattan,Kips Bay,Entire home/apt,189,6,90,303
179670,21475,Milan,Manhattan,Lower East Side,Private room,120,2,99,345
179741,314941,Tony,Manhattan,Nolita,Entire home/apt,300,1,6,115
180507,864735,Jason,Queens,Astoria,Entire home/apt,107,30,21,200
180792,864735,Jason,Queens,Astoria,Entire home/apt,95,30,24,271
181972,872121,Rosario,Manhattan,Harlem,Entire home/apt,199,2,111,12
182069,39260,Mat,Manhattan,East Harlem,Entire home/apt,120,2,86,268
182095,872805,Mike,Manhattan,West Village,Entire home/apt,199,15,66,89
182177,873273,Christian & Carla,Bronx,Allerton,Entire home/apt,125,2,271,347
182649,876054,Obed,Brooklyn,Williamsburg,Private room,70,2,227,37
185266,889106,Lisa,Brooklyn,Williamsburg,Private room,75,4,80,0
187488,871727,Village,Manhattan,West Village,Private room,100,30,5,359
187566,279078,Andrew & Markus,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,187,287
187986,904833,Daniel,Manhattan,Chelsea,Entire home/apt,250,1,2,0
188146,906200,Mariana,Brooklyn,Williamsburg,Entire home/apt,350,6,1,233
188661,909146,Mj,Brooklyn,Prospect Heights,Entire home/apt,170,3,67,129
188674,909234,Leslie,Manhattan,East Village,Entire home/apt,165,1,63,0
189135,179020,Michael,Manhattan,Hell's Kitchen,Private room,99,1,89,353
189181,912541,David,Manhattan,Chelsea,Private room,255,4,1,365
189732,489400,O'Dell,Brooklyn,East New York,Entire home/apt,169,3,177,297
189787,915640,Sundiata,Brooklyn,Crown Heights,Entire home/apt,99,4,90,56
190267,918866,Marina,Manhattan,Upper East Side,Entire home/apt,169,7,39,44
190542,920542,Farrah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,42,355
190968,922922,Karen,Brooklyn,Prospect Heights,Entire home/apt,215,3,33,156
190974,874471,Alan,Brooklyn,Park Slope,Entire home/apt,130,3,179,273
191075,923915,Matthew,Manhattan,East Village,Private room,110,3,81,274
193105,936114,Marcela,Manhattan,Hell's Kitchen,Private room,150,28,43,258
193333,302936,Melody,Brooklyn,Williamsburg,Private room,65,30,52,276
193393,938056,Mike,Queens,Sunnyside,Private room,75,2,160,65
193853,48599,Anastasia,Manhattan,Chelsea,Entire home/apt,149,6,23,0
194154,936830,Elina,Manhattan,Upper West Side,Private room,89,6,35,180
195123,940724,Susan,Manhattan,Washington Heights,Private room,50,1,225,343
195233,949221,Dennis,Brooklyn,Prospect-Lefferts Gardens,Private room,43,1,401,43
195240,949221,Dennis,Brooklyn,Prospect-Lefferts Gardens,Private room,42,1,72,96
195578,304493,Erika,Brooklyn,Williamsburg,Private room,85,1,46,59
195971,953279,Tim,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,3,83,255
195989,611716,Elizabeth,Brooklyn,Park Slope,Private room,105,1,211,252
196010,953565,Vanessa,Brooklyn,Park Slope,Entire home/apt,265,5,15,0
197155,960836,Vlad,Manhattan,Hell's Kitchen,Entire home/apt,149,1,122,20
197753,964482,Colin,Manhattan,Harlem,Private room,68,2,295,188
197942,289135,Toni,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3,207,304
199195,971075,Jabari,Manhattan,Harlem,Private room,75,3,50,38
199312,973438,Susanne,Brooklyn,Williamsburg,Private room,100,2,273,254
200955,568325,Simone,Manhattan,East Village,Entire home/apt,160,30,25,46
201992,988350,Andrea,Brooklyn,Park Slope,Entire home/apt,190,4,105,328
202273,918087,Kestrel,Brooklyn,Bedford-Stuyvesant,Private room,67,4,72,0
203901,1000477,Elizabeth,Manhattan,Upper East Side,Entire home/apt,190,1,8,0
204065,51038,Erica,Brooklyn,Clinton Hill,Entire home/apt,248,2,58,199
204833,903686,Melanie,Brooklyn,Williamsburg,Private room,100,6,8,249
204959,464506,Ange,Manhattan,Chinatown,Private room,95,3,172,64
205043,1007558,Welcome To My Place,Manhattan,Theater District,Private room,150,1,330,111
205485,1010242,Zora & Chris,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,123,287
205735,1011426,Danielle,Brooklyn,Bushwick,Private room,41,2,55,286
205867,1012691,Tiffaney,Brooklyn,Williamsburg,Entire home/apt,120,4,87,263
206071,12221,Lori,Bronx,Concourse Village,Private room,50,3,258,276
206316,1014639,Brett,Brooklyn,Fort Greene,Entire home/apt,157,2,4,0
206772,1017473,Evan,Brooklyn,Williamsburg,Entire home/apt,195,14,31,263
206957,1018472,Angus,Brooklyn,Sheepshead Bay,Entire home/apt,70,4,128,90
208148,1024355,Martina,Brooklyn,Williamsburg,Entire home/apt,185,3,14,0
208889,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,30,11
209310,1031148,Iulia,Queens,Sunnyside,Private room,50,28,258,287
211078,306739,Maya,Brooklyn,Greenpoint,Entire home/apt,185,3,228,1
211974,272730,Goldi,Manhattan,East Village,Entire home/apt,250,1,60,0
212109,666271,Susan,Manhattan,West Village,Private room,80,90,9,338
212178,1094178,Jeremy,Manhattan,Theater District,Entire home/apt,230,2,179,44
212544,1096084,Daniel,Brooklyn,Gowanus,Entire home/apt,100,7,9,0
213272,293130,Meli,Brooklyn,Bushwick,Private room,40,1,1,5
213330,800223,Nader,Manhattan,Lower East Side,Private room,200,30,25,0
214917,1109658,Carmel,Staten Island,Emerson Hill,Private room,80,2,2,158
215560,1112560,Mary,Brooklyn,Bedford-Stuyvesant,Private room,79,3,152,192
215784,864735,Jason,Queens,Long Island City,Entire home/apt,95,30,24,358
215907,1114587,Keenan & Emily,Manhattan,Upper West Side,Entire home/apt,300,2,45,31
217580,1121193,Samuel,Brooklyn,Fort Hamilton,Entire home/apt,100,30,7,241
218358,1129218,Orlando,Manhattan,Harlem,Private room,80,7,19,285
219066,447754,Yana,Brooklyn,Bensonhurst,Entire home/apt,110,1,24,183
219482,759583,Pepe,Brooklyn,Clinton Hill,Entire home/apt,172,4,8,189
219793,1138692,Keera (Jena),Manhattan,Lower East Side,Entire home/apt,199,1,29,162
219818,1138692,Keera (Jena),Manhattan,Lower East Side,Entire home/apt,199,1,14,158
219922,1139574,Carmel,Manhattan,Harlem,Private room,100,1,33,84
220351,921500,Boubacar And Pattee,Manhattan,Harlem,Private room,55,4,99,260
220563,918087,Kestrel,Brooklyn,Bedford-Stuyvesant,Private room,75,3,59,0
220946,1144415,Lisa,Manhattan,East Village,Entire home/apt,146,3,142,166
221097,1146744,Deborah,Brooklyn,Greenpoint,Entire home/apt,116,29,22,335
221618,4887492,Gershwyn,Manhattan,Tribeca,Private room,150,3,82,90
222054,22486,Lisel,Brooklyn,Park Slope,Private room,120,2,23,342
222304,1153993,Anton,Manhattan,Chelsea,Entire home/apt,199,4,32,28
223930,1164642,Rosalynn,Brooklyn,Prospect Heights,Entire home/apt,150,5,24,363
224004,1165231,Deirdre,Manhattan,Harlem,Private room,69,1,59,86
224006,1165231,Deirdre,Manhattan,Harlem,Private room,300,55,6,83
224510,991380,Stefania,Brooklyn,Boerum Hill,Entire home/apt,230,4,18,0
225297,1173599,Gaya,Manhattan,Midtown,Entire home/apt,125,4,3,0
225306,1112560,Mary,Brooklyn,Bedford-Stuyvesant,Private room,79,3,115,264
225887,663879,Christopher,Brooklyn,Fort Greene,Private room,130,3,154,305
225926,1177497,Jessica,Brooklyn,Clinton Hill,Private room,239,1,164,356
225976,1177947,Marina,Staten Island,Shore Acres,Entire home/apt,75,6,76,278
226021,815977,Ryan,Brooklyn,Williamsburg,Entire home/apt,220,3,116,135
227715,209460,Marylyn,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3,234,308
227735,1187935,Daniel,Manhattan,East Village,Entire home/apt,288,2,120,229
228317,1191142,Lady Jay,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,4,82,273
228496,1192424,Gordon,Manhattan,West Village,Entire home/apt,225,3,13,83
228517,1192610,Raven,Manhattan,Chinatown,Private room,110,30,59,281
228925,1194377,Marceline,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7,63,321
228979,1190088,Tim,Manhattan,Hell's Kitchen,Private room,130,2,52,303
229367,1097545,Carol,Manhattan,East Village,Private room,89,1,278,192
229874,507304,Derrick,Brooklyn,Sunset Park,Entire home/apt,200,5,1,0
230321,1203500,Civan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,35,36
230854,12221,Lori,Bronx,Concourse,Private room,50,5,235,271
230877,292204,Blanca,Manhattan,East Harlem,Entire home/apt,135,28,115,341
230956,1207399,Mark,Manhattan,East Village,Private room,90,1,109,333
231414,1184442,Roberto,Manhattan,SoHo,Private room,270,5,1,210
232612,1217241,Dee,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,305,231
232618,763420,Selma,Manhattan,East Harlem,Entire home/apt,145,1,102,308
233189,1220414,Michael,Manhattan,Hell's Kitchen,Entire home/apt,179,30,83,292
233638,1012895,Melody,Queens,Ridgewood,Private room,55,1,19,311
233662,1223568,Tiffany,Manhattan,Midtown,Private room,110,2,61,264
234184,902054,William,Manhattan,Harlem,Entire home/apt,325,5,89,153
234870,1229984,John,Queens,Long Island City,Private room,75,30,65,219
235552,1234405,Bertie,Brooklyn,South Slope,Entire home/apt,300,1,40,0
235651,83257,Olan,Manhattan,West Village,Private room,130,30,80,332
235951,1236070,Dan,Manhattan,Midtown,Entire home/apt,190,30,136,120
235960,1236817,Blue,Manhattan,Lower East Side,Entire home/apt,200,3,100,191
236671,1240820,Triny,Brooklyn,Williamsburg,Entire home/apt,180,2,125,248
236788,4166168,Nick And Noémie,Brooklyn,DUMBO,Entire home/apt,350,5,40,67
237127,1146958,Liz,Manhattan,Kips Bay,Entire home/apt,195,30,139,325
239055,65064,Ashley & Nir,Manhattan,Chinatown,Entire home/apt,300,7,2,0
239733,1256874,Nancy,Queens,Ditmars Steinway,Entire home/apt,75,28,49,313
239766,1257309,Austin,Manhattan,Lower East Side,Entire home/apt,100,5,8,0
239883,136962,Li,Brooklyn,Fort Greene,Private room,85,5,124,69
239899,1258363,Todd,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,21,5,0
240800,1263176,Joseph,Brooklyn,Prospect Heights,Private room,55,1,147,293
241140,1177497,Jessica,Brooklyn,Clinton Hill,Private room,438,1,43,363
241159,1264655,Ruari,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,6,8,4
241862,1269455,Mike,Manhattan,West Village,Entire home/apt,200,2,37,257
242532,1177497,Jessica,Brooklyn,Clinton Hill,Private room,279,1,120,362
242643,1273825,Lauryn,Brooklyn,Williamsburg,Entire home/apt,137,1,24,0
243229,1276497,Alon,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,5,365
243708,288711,Andy,Brooklyn,Williamsburg,Entire home/apt,199,30,242,102
245504,714200,Baron,Manhattan,Inwood,Private room,71,4,229,26
245544,1260921,Victor,Bronx,Kingsbridge,Private room,42,2,108,302
245574,1288460,Al-,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2,181,280
245607,825022,Jaidev,Manhattan,Chelsea,Entire home/apt,226,5,34,302
246134,283604,Shelley,Brooklyn,Crown Heights,Private room,85,3,5,281
246351,1292250,Jerry,Manhattan,Gramercy,Entire home/apt,135,1,5,0
246916,3647,Rafael,Queens,Elmhurst,Entire home/apt,79,4,60,297
246938,936630,Jens,Manhattan,Lower East Side,Entire home/apt,154,1,238,246
248865,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,34,60
248871,605463,West Village,Manhattan,West Village,Entire home/apt,700,3,131,296
249414,1306587,Andy,Manhattan,West Village,Entire home/apt,246,4,6,0
249618,1307773,Karina,Manhattan,Washington Heights,Private room,125,60,4,364
