id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,availability_365,
859596,Manhattan,East Harlem,Private room,100,1,316,
860163,Manhattan,East Harlem,Entire home/apt,125,2,199,
860401,Brooklyn,Fort Greene,Entire home/apt,149,29,125,
860827,Brooklyn,Clinton Hill,Entire home/apt,170,1,275,
862890,Manhattan,Washington Heights,Private room,150,2,365,
864790,Manhattan,Upper West Side,Private room,125,4,326,
864981,Brooklyn,Sunset Park,Private room,68,5,282,
865355,Manhattan,Harlem,Private room,90,7,312,
866890,Manhattan,Harlem,Private room,65,3,361,
867020,Brooklyn,Greenpoint,Private room,50,31,193,
867721,Brooklyn,Bedford-Stuyvesant,Private room,65,3,35,
867749,Brooklyn,Crown Heights,Entire home/apt,200,30,283,
867769,Brooklyn,Bedford-Stuyvesant,Private room,65,3,73,
868548,Brooklyn,Williamsburg,Private room,58,10,0,
869522,Manhattan,Harlem,Private room,65,2,0,
870119,Brooklyn,Clinton Hill,Entire home/apt,185,4,8,
871076,Brooklyn,Bensonhurst,Entire home/apt,115,4,0,
873465,Brooklyn,Flatbush,Entire home/apt,115,2,282,
873701,Brooklyn,Crown Heights,Entire home/apt,140,4,239,
874683,Brooklyn,Bushwick,Private room,62,2,87,
874706,Brooklyn,Kensington,Entire home/apt,95,3,310,
875111,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,0,
875567,Manhattan,West Village,Entire home/apt,113,3,343,
876355,Manhattan,Morningside Heights,Entire home/apt,108,30,230,
876565,Brooklyn,Bedford-Stuyvesant,Private room,62,3,59,
877135,Brooklyn,Williamsburg,Entire home/apt,95,3,89,
878142,Brooklyn,Williamsburg,Entire home/apt,200,4,0,
880256,Manhattan,Harlem,Entire home/apt,165,2,347,
880424,Brooklyn,Prospect-Lefferts Gardens,Private room,60,1,2,
882209,Brooklyn,Williamsburg,Private room,80,2,89,
882258,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,6,0,
